Accuracy,Batch-size,CONSORTIUM,Decoder,F1,Freeze backbone?,Input Modalities,Instance-wise_F1 Score,Instance-wise_False Negatives,Instance-wise_False Positives,Instance-wise_Precision,Instance-wise_Recall,Instance-wise_True Positives,IoU_target_class,Loss,Model,Patch_size,Precision_pixel,RMSE,Recall,Run id,Subset,Subset seed,Sweep id,Task,TiM modalities (Terramind),USE CASE,Unnamed: 28,Version,mIoU (default macro),mIoU micro
,,FAST-EO,upernet,,True,s2,,,,,,,0.790287733,,Thor,4,,,,kk32bia6,0.1,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.879065156,0.944235921
,,FAST-EO,upernet,,True,s2,,,,,,,0.776590407,,Thor,4,,,,ls1hgfbg,0.05,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.870155573,0.937578201
,,FAST-EO,upernet,,True,s2,,,,,,,0.764694989,,Thor,16,,,,wldtgq81,0.25,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.863837063,0.936023831
,,FAST-EO,upernet,,True,s2,,,,,,,0.762137651,,Thor,16,,,,v65xvimy,0.5,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.862844348,0.93678838
,,FAST-EO,upernet,,True,s2,,,,,,,0.762000799,,Thor,16,,,,hnbfh8as,0.5,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.862415195,0.935701311
,,FAST-EO,upernet,,True,s2,,,,,,,0.750917137,,Thor,16,,,,9al9qsbx,0.5,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.856581211,0.934429526
,,FAST-EO,upernet,,True,s2,,,,,,,0.741986871,,Thor,4,,,,qi2w9tvx,0.25,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.851731002,0.932960272
,,FAST-EO,linear,,True,s2,,,,,,,0.739807427,,Thor,16,,,,1dsvug54,0.5,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.849019229,0.928017437
,,FAST-EO,linear,,True,s2,,,,,,,0.739816844,,Thor,16,,,,zcujanaj,0.25,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.848956108,0.927816391
,,FAST-EO,upernet,,True,s2,,,,,,,0.736840844,,Thor,16,,,,6msk50dv,0.25,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.848488927,0.930762172
,,FAST-EO,upernet,,True,s2,,,,,,,0.735416949,,Thor,16,,,,3somdc0q,0.05,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.847226322,0.929055333
,,FAST-EO,linear,,True,s2,,,,,,,0.734774053,,Thor,16,,,,bifob80r,0.5,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.846131742,0.92672348
,,FAST-EO,upernet,,True,s2,,,,,,,0.731189549,,Thor,16,,,,qmftyych,0.25,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.84451437,0.927110374
,,FAST-EO,upernet,,True,s2,,,,,,,0.729033828,,Thor,16,,,,reb8z9r1,0.1,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.843126535,0.926105082
,,FAST-EO,linear,,True,s2,,,,,,,0.723293245,,Thor,16,,,,217vytau,0.25,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.839093566,0.922432005
,,FAST-EO,upernet,,True,s2,,,,,,,0.721524119,,Thor,16,,,,pmxglxca,0.1,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.83864975,0.923672199
,,FAST-EO,linear,,True,s2,,,,,,,0.720070362,,Thor,4,,,,26o5v7cr,0.5,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.838279843,0.924685061
,,FAST-EO,upernet,,True,s2,,,,,,,0.720687449,,Thor,4,,,,ror9pvfq,0.05,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.837855458,0.922522724
,,FAST-EO,upernet,,True,s2,,,,,,,0.720930934,,Thor,16,,,,qiju5yqa,0.1,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.836342573,0.917731106
,,FAST-EO,linear,,True,s2,,,,,,,0.712944746,,Thor,16,,,,ee9nzfus,0.1,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.833754957,0.921547532
,,FAST-EO,linear,,True,s2,,,,,,,0.712228954,,Thor,16,,,,4muf3si3,0.1,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.832690835,0.919422925
,,FAST-EO,linear,,True,s2,,,,,,,0.711131513,,Thor,16,,,,gskcxvak,0.1,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.832635105,0.920844257
,,FAST-EO,linear,,True,s2,,,,,,,0.70916301,,Thor,16,,,,qjzu8rok,0.25,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.831781924,0.921162426
,,FAST-EO,linear,,True,s2,,,,,,,0.709028423,,Thor,4,,,,xthwb5ak,0.25,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.831422031,0.920284152
,,FAST-EO,upernet,,True,s2,,,,,,,0.708034813,,Thor,16,,,,x412sdl5,0.05,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.830989718,0.920439422
,,FAST-EO,linear,,True,s2,,,,,,,0.700655043,,Thor,4,,,,wcjg9dyb,0.1,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.826597214,0.918068886
,,FAST-EO,linear,,True,s2,,,,,,,0.700206578,,Thor,16,,,,r8qxzl4d,0.5,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.826333284,0.917933583
,,FAST-EO,linear,,True,s2,,,,,,,0.695690393,,Thor,4,,,,tzyre0gq,0.1,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.823817611,0.916997194
,,FAST-EO,linear,,True,s2,,,,,,,0.690409303,,Thor,4,,,,ha5qjwqs,0.5,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.821423531,0.917543292
,,FAST-EO,linear,,True,s2,,,,,,,0.680459499,,Thor,16,,,,d8caqrkz,0.05,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.815614462,0.914683223
,,FAST-EO,linear,,True,s2,,,,,,,0.668626428,,Thor,4,,,,mwlprd3f,0.25,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.808161974,0.909654498
,,FAST-EO,upernet,,True,s2,,,,,,,0.67208755,,Thor,16,,,,ehc0al96,0.05,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.807913423,0.903957069
,,FAST-EO,linear,,True,s2,,,,,,,0.662893355,,Thor,4,,,,6gbv90ct,0.25,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.805637598,0.910472274
,,FAST-EO,linear,,True,s2,,,,,,,0.659717023,,Thor,4,,,,0u60fzqp,0.5,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.803922176,0.909977615
,,FAST-EO,linear,,True,s2,,,,,,,0.653326035,,Thor,16,,,,lmd1n87x,0.05,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.798053741,0.901774824
,,FAST-EO,linear,,True,s2,,,,,,,0.633992076,,Thor,16,,,,ys27w2l1,0.05,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.789041281,0.902998447
,,FAST-EO,linear,,True,s2,,,,,,,0.628910899,,Thor,4,,,,tnmccyzd,0.1,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.783362389,0.893478155
,,FAST-EO,linear,,True,s2,,,,,,,0.561610997,,Thor,4,,,,qbm4m5hb,0.05,0.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.741844893,0.867677212
,,FAST-EO,linear,,True,s2,,,,,,,0.535530329,,Thor,4,,,,8pku4tcp,0.05,2.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.726760685,0.860595942
,,FAST-EO,linear,,True,s2,,,,,,,0.344646752,,Thor,4,,,,m6ljzizl,0.05,1.0,ob1omc9m,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base,0.583961964,0.72162199
,,FAST-EO,upernet,,False,s2,,,,,,,0.688866675,,Thor,16,,,,qdzcsfqe,0.5,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.822865546,0.924233139
,,FAST-EO,linear,,False,s2,,,,,,,0.670322597,,Thor,16,,,,7eb0gab5,0.5,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.811826408,0.918235183
,,FAST-EO,linear,,False,s2,,,,,,,0.66971904,,Thor,16,,,,0073ait3,0.5,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.811071992,0.916829884
,,FAST-EO,upernet,,False,s2,,,,,,,0.665527463,,Thor,16,,,,i5rdcbbk,0.5,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.809962511,0.919738054
,,FAST-EO,upernet,,False,s2,,,,,,,0.661769807,,Thor,16,,,,kztb2qeb,0.5,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.80646503,0.914645612
,,FAST-EO,linear,,False,s2,,,,,,,0.653374255,,Thor,16,,,,9jooocx4,0.5,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.80155319,0.912197292
,,FAST-EO,upernet,,False,s2,,,,,,,0.648800969,,Thor,16,,,,fkazpoyx,0.25,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.800247908,0.91507107
,,FAST-EO,upernet,,True,s2,,,,,,,0.646755934,,Thor,16,,,,10nn0iuw,0.5,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.798467517,0.912674367
,,FAST-EO,upernet,,True,s2,,,,,,,0.645413756,,Thor,16,,,,hfoki15g,0.5,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.798078537,0.913502336
,,FAST-EO,linear,,False,s2,,,,,,,0.646582425,,Thor,16,,,,zyv720sd,0.25,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.797722101,0.910651743
,,FAST-EO,linear,,False,s2,,,,,,,0.640995324,,Thor,16,,,,93o0np71,0.25,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.794013977,0.90768522
,,FAST-EO,upernet,,False,s2,,,,,,,0.637395203,,Thor,16,,,,uq85q2e8,0.25,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.793300152,0.910892546
,,FAST-EO,upernet,,True,s2,,,,,,,0.638445616,,Thor,16,,,,fjqcflqs,0.5,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.792927384,0.908174932
,,FAST-EO,linear,,False,s2,,,,,,,0.631110489,,Thor,16,,,,mob3jebt,0.25,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.788635135,0.906034231
,,FAST-EO,upernet,,True,s2,,,,,,,0.617805839,,Thor,16,,,,mma6xf7m,0.25,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.780248761,0.900328636
,,FAST-EO,upernet,,True,s2,,,,,,,0.616137981,,Thor,16,,,,vhvh5lca,0.25,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.780041337,0.90217495
,,FAST-EO,upernet,,True,s2,,,,,,,0.598330855,,Thor,16,,,,37v3x1an,0.25,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.770309329,0.899076402
,,FAST-EO,upernet,,False,s2,,,,,,,0.587311268,,Thor,16,,,,k4jq1wmx,0.25,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.763229311,0.893934488
,,FAST-EO,upernet,,True,s2,,,,,,,0.569870353,,Thor,16,,,,a11j91kl,0.1,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.754975557,0.894814432
,,FAST-EO,upernet,,False,s2,,,,,,,0.568958521,,Thor,16,,,,m3gkui0r,0.1,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.752634168,0.889018297
,,FAST-EO,upernet,,False,s2,,,,,,,0.565155327,,Thor,16,,,,s41wk2t8,0.1,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.751634955,0.891649365
,,FAST-EO,linear,,False,s2,,,,,,,0.564509511,,Thor,16,,,,m4esx987,0.1,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.749732971,0.886817455
,,FAST-EO,linear,,True,s2,,,,,,,0.556503713,,Thor,16,,,,z5z5kvpp,0.5,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.74462086,0.883191586
,,FAST-EO,upernet,,False,s2,,,,,,,0.551875889,,Thor,16,,,,8etyghfz,0.1,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.741908431,0.881829262
,,FAST-EO,linear,,True,s2,,,,,,,0.54404074,,Thor,16,,,,bvxzw14k,0.5,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.737781525,0.880927324
,,FAST-EO,upernet,,True,s2,,,,,,,0.542763948,,Thor,16,,,,lcnrf521,0.1,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.736308098,0.878365397
,,FAST-EO,upernet,,True,s2,,,,,,,0.537539244,,Thor,16,,,,gvlcf0cf,0.05,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.733419657,0.877350509
,,FAST-EO,linear,,True,s2,,,,,,,0.521044612,,Thor,16,,,,k9nk3fei,0.5,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.72222501,0.867931247
,,FAST-EO,upernet,,True,s2,,,,,,,0.521080613,,Thor,16,,,,puahr7cz,0.1,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.720806122,0.863682747
,,FAST-EO,linear,,False,s2,,,,,,,0.517522454,,Thor,16,,,,a78aapbj,0.05,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.720256805,0.86718148
,,FAST-EO,linear,,False,s2,,,,,,,0.517303467,,Thor,16,,,,nxqttn6j,0.1,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.719059944,0.863951027
,,FAST-EO,linear,,True,s2,,,,,,,0.508877575,,Thor,16,,,,dc5xl24k,0.25,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.717261076,0.870843232
,,FAST-EO,upernet,,False,s2,,,,,,,0.504134476,,Thor,16,,,,3o46btrw,0.05,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.714515209,0.869550049
,,FAST-EO,linear,,True,s2,,,,,,,0.499106258,,Thor,16,,,,1cx9u96d,0.25,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.712018847,0.869431138
,,FAST-EO,upernet,,True,s2,,,,,,,0.48895821,,Thor,16,,,,w9wzwtco,0.05,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.704880357,0.862858295
,,FAST-EO,linear,,True,s2,,,,,,,0.483490169,,Thor,16,,,,e8c5tcgd,0.25,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.698385,0.851493359
,,FAST-EO,linear,,False,s2,,,,,,,0.476090699,,Thor,16,,,,6wj5pqgf,0.1,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.689758599,0.836914897
,,FAST-EO,upernet,,False,s2,,,,,,,0.465301901,,Thor,16,,,,0b29lrgc,0.05,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.685023546,0.838297188
,,FAST-EO,linear,,False,s2,,,,,,,0.462497622,,Thor,16,,,,cne66bdy,0.05,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.684676766,0.841225863
,,FAST-EO,upernet,,True,s2,,,,,,,0.4373402,,Thor,16,,,,mtre3dyp,0.05,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.670236766,0.83472085
,,FAST-EO,linear,,True,s2,,,,,,,0.424788237,,Thor,16,,,,gn1cqtgr,0.1,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.664564848,0.835962474
,,FAST-EO,linear,,True,s2,,,,,,,0.412691444,,Thor,16,,,,zscd37co,0.05,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.655443966,0.826472163
,,FAST-EO,linear,,True,s2,,,,,,,0.393434703,,Thor,16,,,,fdqsfl38,0.1,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.646327734,0.827158689
,,FAST-EO,linear,,False,s2,,,,,,,0.411044657,,Thor,16,,,,y79c5dgl,0.05,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.644035935,0.79653722
,,FAST-EO,linear,,True,s2,,,,,,,0.381205887,,Thor,16,,,,n55876c9,0.1,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.640364647,0.827118397
,,FAST-EO,linear,,True,s2,,,,,,,0.365370899,,Thor,16,,,,issyrq49,0.05,1.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.631602764,0.824002087
,,FAST-EO,linear,,True,s2,,,,,,,0.342926979,,Thor,16,,,,8nsh7f19,0.05,2.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.602116346,0.77095747
,,FAST-EO,upernet,,False,s2,,,,,,,,,Thor,16,,,,pli3huwp,0.05,0.0,2alo5mh5,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,,
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.773980498,,Terramind,16 (Terramind),,,,x3sglqqd,0.5,2.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.869036794,0.938030958
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.766908467,,Terramind,16 (Terramind),,,,ynvjrvkl,0.5,1.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.864964962,0.936168969
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.755755126,,Terramind,16 (Terramind),,,,n82vsffc,0.5,0.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.858791947,0.933975756
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.748330116,,Terramind,16 (Terramind),,,,veq8qjni,0.25,2.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.853832722,0.929983556
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.732173145,,Terramind,16 (Terramind),,,,k8y7nphn,0.25,1.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.844265461,0.924945474
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.727123976,,Terramind,16 (Terramind),,,,840sw8rl,0.25,0.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.841771364,0.924841344
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.702489197,,Terramind,16 (Terramind),,,,ft3sobri,0.1,1.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.827550173,0.918244839
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.68128252,,Terramind,16 (Terramind),,,,znmxzxcn,0.1,2.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.813165188,0.906258285
,,FAST-EO,linear,,False,s1+s2,,,,,,,0.651101708,,Terramind,16 (Terramind),,,,ug24vf31,0.1,0.0,qyxl13nr,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,base_tim,0.797052026,0.902012289
,,FAST-EO,,,False,s1,,,,,,,0.675009549,,UNet,,,,,gkcrln0h,,,91j1f7kt,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,,0.81139034,0.910005271
,,FAST-EO,,,False,s2,,,,,,,0.8295784,,UNet,,,,,27bt1w0r,,,91j1f7kt,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,,0.90197134,0.955432534
,,FAST-EO,,,False,s1+s2,,,,,,,0.824271798,,UNet,,,,,k5oxyogp,,,91j1f7kt,Segmentation,,UC1: Sen1Floods11- Weather & Climate Disaster Analysis,,,0.898934245,0.954091072
,,FAST-EO,,,False,s1,,,,,,,0.746897459,,UNet,,,,,y3gfs3jo,,,fc3gud5l,Segmentation,,UC6: Monitoring Expansion of Mining Fields into Farmlands,,,0.752857566,0.755769551
,,FAST-EO,,,False,s2,,,,,,,0.768264651,,UNet,,,,,7fh59wam,,,fc3gud5l,Segmentation,,UC6: Monitoring Expansion of Mining Fields into Farmlands,,,0.794671893,0.804969013
,,FAST-EO,,,False,s1+s2,,,,,,,0.768630028,,UNet,,,,,um9w2jsu,,,fc3gud5l,Segmentation,,UC6: Monitoring Expansion of Mining Fields into Farmlands,,,0.796997786,0.808053076
,,FAST-EO,linear,,False,s2,,,,,,,0.727936983,,Thor,4,,,,2wm1eebi,0.5,0.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.845185518,0.933983386
,,FAST-EO,linear,,False,s2,,,,,,,0.724259794,,Thor,4,,,,6n5oxbuj,0.5,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.842993677,0.932784498
,,FAST-EO,linear,,False,s2,,,,,,,0.719849408,,Thor,4,,,,xf53w2r3,0.5,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.840596557,0.932061791
,,FAST-EO,linear,,False,s2,,,,,,,0.708895624,,Thor,4,,,,nbbhadzl,0.25,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.834221363,0.92896533
,,FAST-EO,upernet,,False,s2,,,,,,,0.705306113,,Thor,4,,,,qjk1gzfg,0.5,0.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.832585454,0.92935127
,,FAST-EO,upernet,,False,s2,,,,,,,0.696512103,,Thor,4,,,,is9ezft8,0.5,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.826970935,0.925333142
,,FAST-EO,upernet,,True,s2,,,,,,,0.693294227,,Thor,4,,,,rbvl8q7g,0.5,0.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.825692892,0.926259041
,,FAST-EO,upernet,,False,s2,,,,,,,0.688485205,,Thor,4,,,,fzd44c54,0.5,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.821973979,0.922067404
,,FAST-EO,upernet,,True,s2,,,,,,,0.685338199,,Thor,4,,,,nb7lb1ma,0.5,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.82119751,0.92442733
,,FAST-EO,linear,,False,s2,,,,,,,0.684352934,,Thor,4,,,,84otuutn,0.25,0.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.819964111,0.922112525
,,FAST-EO,upernet,,True,s2,,,,,,,0.674988031,,Thor,4,,,,d3ngl0ww,0.25,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.815755367,0.923304796
,,FAST-EO,upernet,,False,s2,,,,,,,0.675813794,,Thor,4,,,,7nita5gw,0.25,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.815060973,0.919905126
,,FAST-EO,upernet,,True,s2,,,,,,,0.670347214,,Thor,4,,,,h13g92ai,0.25,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.812922001,0.921580374
,,FAST-EO,upernet,,False,s2,,,,,,,0.671027541,,Thor,4,,,,74xy6dwi,0.25,1.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.811810136,0.917127788
,,FAST-EO,linear,,False,s2,,,,,,,0.671110868,,Thor,4,,,,992op4zi,0.25,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.811365128,0.915647209
,,FAST-EO,upernet,,True,s2,,,,,,,0.663848877,,Thor,4,,,,5plptw14,0.5,2.0,gkeij3t9,Segmentation,,UC1: HLS Burnscars-Weather & Climate Disaster Analysis,,base,0.80814594,0.916674435
